kelas;Hari;Jam;prof;Mata Kuliah;SKS;JPM;Dosen;Ruang
BISPRO-4A;Rabu;12.30 - 13.20;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;201
BISPRO-2A;Rabu;13.20 - 14.10;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;106
BISPRO-4A;Rabu;13.20 - 14.10;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;201
BISPRO-2A;Rabu;14.10 - 15.00;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;106
BISPRO-4A;Rabu;14.10 - 15.00;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2A;Rabu;15.15 - 16.05;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4A;Rabu;15.15 - 16.05;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2A;Rabu;16.05 - 16.55;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4A;Rabu;16.05 - 16.55;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2A;Kamis;07.30 - 08.20;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Linda Sari Wulandari, S.Hum, M.Hum;305
BISPRO-4A;Kamis;07.30 - 08.20;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-2A;Kamis;08.20 - 09.10;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Linda Sari Wulandari, S.Hum, M.Hum;305
BISPRO-4A;Kamis;08.20 - 09.10;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-2A;Kamis;09.10 - 10.00;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;106
BISPRO-4A;Kamis;09.10 - 10.00;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;303
BISPRO-6A;Kamis;09.10 - 10.00;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;001
BISPRO-2A;Kamis;10.00 - 10.50;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;106
BISPRO-4A;Kamis;10.00 - 10.50;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;303
BISPRO-6A;Kamis;10.00 - 10.50;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;001
BISPRO-2A;Kamis;10.50 - 11.40;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;106
BISPRO-4A;Kamis;10.50 - 11.40;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;303
BISPRO-2A;Kamis;12.30 - 13.20;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;106
BISPRO-4A;Kamis;12.30 - 13.20;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-2A;Kamis;13.20 - 14.10;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;106
BISPRO-4A;Kamis;13.20 - 14.10;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-4A;Kamis;14.10 - 15.00;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-2A;Kamis;15.15 - 16.05;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;106
BISPRO-4A;Kamis;15.15 - 16.05;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;online
BISPRO-2A;Kamis;16.05 - 16.55;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;106
BISPRO-4A;Kamis;16.05 - 16.55;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;online
BISPRO-4A;Jumat;07.30 - 08.20;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;online
BISPRO-4A;Jumat;08.20 - 09.10;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;309
BISPRO-4A;Jumat;09.10 - 10.00;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;309
BISPRO-6A;Jumat;09.10 - 10.00;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;001
BISPRO-4A;Jumat;10.00 - 10.50;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;309
BISPRO-6A;Jumat;10.00 - 10.50;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;001
BISPRO-2A;Jumat;14.10 - 15.00;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;106
BISPRO-4A;Jumat;14.10 - 15.00;4;Teori Penyuntingan Terjemahan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-2A;Jumat;15.15 - 16.05;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;106
BISPRO-4A;Jumat;15.15 - 16.05;4;Teori Penyuntingan Terjemahan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-2A;Jumat;16.05 - 16.55;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;106
BISPRO-4A;Jumat;16.05 - 16.55;4;Teori Penyuntingan Terjemahan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-2B;Senin;07.30 - 08.20;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;310
BISPRO-4B;Senin;07.30 - 08.20;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;001
BISPRO-6B;Senin;07.30 - 08.20;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2B;Senin;08.20 - 09.10;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;310
BISPRO-4B;Senin;08.20 - 09.10;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;001
BISPRO-6B;Senin;08.20 - 09.10;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2B;Senin;09.10 - 10.00;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;310
BISPRO-4B;Senin;09.10 - 10.00;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;online
BISPRO-2B;Senin;10.00 - 10.50;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;310
BISPRO-4B;Senin;10.00 - 10.50;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;301
BISPRO-2B;Senin;10.50 - 11.40;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;303
BISPRO-4B;Senin;10.50 - 11.40;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;301
BISPRO-2B;Senin;12.30 - 13.20;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;303
BISPRO-4B;Senin;12.30 - 13.20;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-2B;Senin;13.20 - 14.10;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;303
BISPRO-4B;Senin;13.20 - 14.10;4;Teori Penyuntingan Terjemahan;3;6;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Senin;14.10 - 15.00;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;303
BISPRO-4B;Senin;14.10 - 15.00;4;Teori Penyuntingan Terjemahan;3;6;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-4B;Senin;15.15 - 16.05;4;Teori Penyuntingan Terjemahan;3;6;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Selasa;07.30 - 08.20;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;114
BISPRO-4B;Selasa;07.30 - 08.20;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-6B;Selasa;07.30 - 08.20;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Selasa;08.20 - 09.10;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;114
BISPRO-4B;Selasa;08.20 - 09.10;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-6B;Selasa;08.20 - 09.10;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-4B;Selasa;09.10 - 10.00;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;online
BISPRO-6B;Selasa;09.10 - 10.00;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Selasa;10.00 - 10.50;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;114
BISPRO-4B;Selasa;10.00 - 10.50;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;113
BISPRO-6B;Selasa;10.00 - 10.50;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Selasa;10.50 - 11.40;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;114
BISPRO-4B;Selasa;10.50 - 11.40;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;113
BISPRO-6B;Selasa;10.50 - 11.40;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2B;Selasa;12.30 - 13.20;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;114
BISPRO-6B;Selasa;12.30 - 13.20;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2B;Selasa;13.20 - 14.10;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4B;Selasa;13.20 - 14.10;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;113
BISPRO-6B;Selasa;13.20 - 14.10;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2B;Selasa;14.10 - 15.00;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4B;Selasa;14.10 - 15.00;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;113
BISPRO-6B;Selasa;14.10 - 15.00;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2B;Selasa;15.15 - 16.05;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4B;Selasa;15.15 - 16.05;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;113
BISPRO-2B;Selasa;16.05 - 16.55;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4B;Rabu;07.30 - 08.20;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-4B;Rabu;08.20 - 09.10;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-2B;Rabu;09.10 - 10.00;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;3;6;Inanti Pinintakasih Diran;001
BISPRO-4B;Rabu;09.10 - 10.00;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-2B;Rabu;10.00 - 10.50;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;3;6;Inanti Pinintakasih Diran;001
BISPRO-4B;Rabu;10.00 - 10.50;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2B;Rabu;10.50 - 11.40;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;3;6;Septina Indrayani, S.Pd., M.TESOL.;107
BISPRO-4B;Rabu;10.50 - 11.40;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-6B;Rabu;10.50 - 11.40;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Rabu;12.30 - 13.20;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;3;6;Septina Indrayani, S.Pd., M.TESOL.;107
BISPRO-4B;Rabu;12.30 - 13.20;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-6B;Rabu;12.30 - 13.20;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Rabu;13.20 - 14.10;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;203
BISPRO-6B;Rabu;13.20 - 14.10;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Rabu;14.10 - 15.00;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;203
BISPRO-6B;Rabu;14.10 - 15.00;6;Kewirausahaan;2;4;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Rabu;15.15 - 16.05;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;203
BISPRO-4B;Rabu;15.15 - 16.05;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-4B;Rabu;16.05 - 16.55;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-2B;Kamis;07.30 - 08.20;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;001
BISPRO-2B;Kamis;08.20 - 09.10;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;001
BISPRO-4B;Kamis;09.10 - 10.00;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;309
BISPRO-4B;Kamis;10.00 - 10.50;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;309
BISPRO-4B;Kamis;10.50 - 11.40;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-2B;Kamis;12.30 - 13.20;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;303
BISPRO-4B;Kamis;12.30 - 13.20;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;online
BISPRO-6B;Kamis;12.30 - 13.20;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;001
BISPRO-2B;Kamis;13.20 - 14.10;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;303
BISPRO-4B;Kamis;13.20 - 14.10;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;online
BISPRO-6B;Kamis;13.20 - 14.10;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;001
BISPRO-2B;Kamis;14.10 - 15.00;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;001
BISPRO-4B;Kamis;14.10 - 15.00;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;online
BISPRO-6B;Kamis;14.10 - 15.00;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2B;Kamis;15.15 - 16.05;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;001
BISPRO-4B;Kamis;15.15 - 16.05;4;Teori Penyuntingan Terjemahan;3;6;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-6B;Kamis;15.15 - 16.05;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;online
BISPRO-2B;Kamis;16.05 - 16.55;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;001
BISPRO-4B;Kamis;16.05 - 16.55;4;Teori Penyuntingan Terjemahan;3;6;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Jumat;07.30 - 08.20;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Septina Indrayani, S.Pd., M.TESOL.;001
BISPRO-4B;Jumat;07.30 - 08.20;4;Teori Penyuntingan Terjemahan;3;6;Sujiwo Priambodo, S.E., M.M.;online
BISPRO-2B;Jumat;08.20 - 09.10;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Septina Indrayani, S.Pd., M.TESOL.;001
BISPRO-4B;Jumat;08.20 - 09.10;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2B;Jumat;09.10 - 10.00;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;201
BISPRO-4B;Jumat;09.10 - 10.00;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2B;Jumat;10.00 - 10.50;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;201
BISPRO-4B;Jumat;10.00 - 10.50;4;Penerjemahan Teks Akademik;3;6;Dr. Dra. Ina Sukaesih, Dipl. TESOL, M.M., M.Hum.;online
BISPRO-2B;Jumat;10.50 - 11.40;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;201
BISPRO-4B;Jumat;10.50 - 11.40;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-2B;Jumat;12.30 - 13.20;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;201
BISPRO-4B;Jumat;12.30 - 13.20;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-2B;Jumat;13.20 - 14.10;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;201
BISPRO-4B;Jumat;13.20 - 14.10;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
BISPRO-6B;Jumat;13.20 - 14.10;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;001
BISPRO-6B;Jumat;14.10 - 15.00;6;Mandarin;2;4;Hasan, S.Sos, M. Pd;001
BISPRO-2C;Senin;07.30 - 08.20;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;312
BISPRO-4C;Senin;07.30 - 08.20;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;309
BISPRO-2C;Senin;08.20 - 09.10;2;Kosakata Dwibahasa;2;4;Dr. Drs. Supriatnoko, M.Hum.;312
BISPRO-4C;Senin;08.20 - 09.10;4;Penerjemahan Teks Dokumen Pribadi;3;6;Fanny Puji Rakhmi, S.Hum. M.Hum.;309
BISPRO-4C;Senin;09.10 - 10.00;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;202
BISPRO-4C;Senin;10.00 - 10.50;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;202
BISPRO-2C;Senin;10.50 - 11.40;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;312
BISPRO-2C;Senin;12.30 - 13.20;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;312
BISPRO-2C;Senin;13.20 - 14.10;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;312
BISPRO-4C;Senin;13.20 - 14.10;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;105
BISPRO-4C;Senin;14.10 - 15.00;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;105
BISPRO-4C;Senin;15.15 - 16.05;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;online
BISPRO-2C;Selasa;07.30 - 08.20;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;312
BISPRO-4C;Selasa;07.30 - 08.20;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;113
BISPRO-2C;Selasa;08.20 - 09.10;2;Menulis Teks Akademik Bahasa Indonesia;2;4;Dr. Drs. Nur Hasyim, M.Si., M.Hum.;312
BISPRO-4C;Selasa;08.20 - 09.10;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;113
BISPRO-2C;Selasa;09.10 - 10.00;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4C;Selasa;09.10 - 10.00;4;Penerjemahan Teks Jurnalistik Dasar;3;6;Farizka Humolungo, S.Pd., M.A.;online
BISPRO-2C;Selasa;10.00 - 10.50;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4C;Selasa;10.00 - 10.50;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-2C;Selasa;10.50 - 11.40;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4C;Selasa;10.50 - 11.40;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-2C;Selasa;12.30 - 13.20;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;2;4;Inanti Pinintakasih Diran;001
BISPRO-4C;Selasa;12.30 - 13.20;4;Teori Penyuntingan Terjemahan;3;6;Rizki Hardiyanti, M.Hum;online
BISPRO-2C;Selasa;13.20 - 14.10;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Fanny Puji Rakhmi, S.Hum. M.Hum.;105
BISPRO-4C;Selasa;13.20 - 14.10;4;Teori Penyuntingan Terjemahan;3;6;Rizki Hardiyanti, M.Hum;online
BISPRO-2C;Selasa;14.10 - 15.00;2;Pendalaman Tata Bahasa Inggris untuk Penerjemahan;2;4;Fanny Puji Rakhmi, S.Hum. M.Hum.;105
BISPRO-4C;Selasa;14.10 - 15.00;4;Teori Penyuntingan Terjemahan;3;6;Rizki Hardiyanti, M.Hum;online
BISPRO-2C;Rabu;07.30 - 08.20;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;301
BISPRO-4C;Rabu;07.30 - 08.20;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-2C;Rabu;08.20 - 09.10;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;301
BISPRO-4C;Rabu;08.20 - 09.10;4;Etika Profesi Penerjemah dan Juru Bahasa;2;4;Prof Rahayu;online
BISPRO-2C;Rabu;09.10 - 10.00;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;301
BISPRO-2C;Rabu;10.00 - 10.50;2;Takarir;2;4;Zhilal El Furqaan, M.Pd.;301
BISPRO-4C;Rabu;10.00 - 10.50;4;Teori Penyuntingan Terjemahan;3;6;Rizki Hardiyanti, M.Hum;online
BISPRO-2C;Rabu;10.50 - 11.40;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;3;6;Inanti Pinintakasih Diran;001
BISPRO-4C;Rabu;10.50 - 11.40;4;Teori Penyuntingan Terjemahan;3;6;Rizki Hardiyanti, M.Hum;online
BISPRO-2C;Rabu;12.30 - 13.20;2;Mendengarkan dan Mengungkapkan dalam Bahasa Inggris;3;6;Inanti Pinintakasih Diran;001
BISPRO-4C;Rabu;12.30 - 13.20;4;Teori Penyuntingan Terjemahan;3;6;Rizki Hardiyanti, M.Hum;online
BISPRO-2C;Rabu;13.20 - 14.10;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;105
BISPRO-4C;Rabu;13.20 - 14.10;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;online
BISPRO-2C;Rabu;14.10 - 15.00;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;105
BISPRO-4C;Rabu;14.10 - 15.00;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;online
BISPRO-2C;Rabu;15.15 - 16.05;2;Menulis Teks Akademik Dasar Bahasa Inggris;3;6;Septina Indrayani, S.Pd., M.TESOL.;105
BISPRO-4C;Rabu;15.15 - 16.05;4;Menulis Kreatif Bahasa Indonesia;3;6;Eky Erlanda Edel, S.Pd., M.Pd.;online
BISPRO-2C;Kamis;07.30 - 08.20;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Taufik Eryadi Abdillah, S.S., M.Hum.;105
BISPRO-2C;Kamis;08.20 - 09.10;2;Pendalaman Tata Bahasa Indonesia untuk Penerjemahan;2;4;Taufik Eryadi Abdillah, S.S., M.Hum.;105
BISPRO-2C;Kamis;09.10 - 10.00;2;Membaca Analitis (Dwibahasa);3;6;Dewi Kurniawati, S.S., M.Pd.;105
BISPRO-4C;Kamis;09.10 - 10.00;4;Penerjemahan Teks Bisnis Lanjutan;3;6;Taufik Eryadi Abdillah, S.S., M.Hum.;online
